datasetTitle,source
"Coal, Australia, $/mt, current$",1
"Cocoa, cents/kg, constant 2000$",1
"Cocoa, cents/kg, current$",1
"Coconut oil, $/mt, constant 2000$",1
"Coconut oil, $/mt, current$",1
"Coffee, Arabica, cents/kg, constant 2000$",1
"Coffee, Arabica, cents/kg, current$",1
"Coffee, Robusta, cents/kg, constant 2000$",1
"Coffee, Robusta, cents/kg, current$",1
Combined polity score,1
Combustible renewables and waste (% of total energy),1
Combustible renewables and waste (metric tons of oil equivalent),1
"Commercial bank branches (per 100,000 adults)",1
Commercial bank branches (per 1000 sq km),1
"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",1
Commercial Credit Exposure by Counterparty Rating,1
Commercial service exports (current US$),1
Commercial service imports (current US$),1
"Commitments, IBRD (COM, current US$)",1
"Commitments, IDA (COM, current US$)",1
"Commitments, official creditors (COM, current US$)",1
"Commitments, private creditors (COM, current US$)",1
"Commitments, public and publicly guaranteed (COM, current US$)",1
"Communications, computer, etc. (% of service exports, BoP)",1
"Communications, computer, etc. (% of service imports, BoP)",1
"Community health workers (per 1,000 people)",1
Compensation of employees (% of expense),1
Compensation of employees (current LCU),1
Completeness of birth registration (%),1
"Completeness of birth registration, rural (%)",1
"Completeness of birth registration, urban (%)",1
Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),1
Completeness of total death reporting (% of reported total deaths to estimated total deaths),1
"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, female (2 prevent ways and reject 3 misconceptions)",1
"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, male (2 prevent ways and reject 3 misconceptions)",1
"Computer, communications and other services (% of commercial service exports)",1
"Computer, communications and other services (% of commercial service imports)",1
Concentration index - All Social Insurance,1
Concentration index - All Social Protection,1
Concentration index - All Social Safety Nets,1
Concentration index - Cash Transfer,1
Concentration index - Conditional Cash Transfer,1
Concentration index - Family/Child allowances,1
Concentration index - In-Kind,1
Concentration index - Old Age Contributory,1
Concentration index - other SSN,1
Concentration index - Private Transfers,1
Concentration index - Public Works,1
Concentration index - School-feeding,1
Concentration index - Social Pension,1
Concentration index - Social Security,1
Concentration index - Unemp benefits and ALMP,1
Concessional debt (% of total external debt),1
"Condom use with non regular partner, % adults(15-49), female",1
"Condom use with non regular partner, % adults(15-49), male",1
"Condom use, population ages 15-24, female (% of females ages 15-24)",1
"Condom use, population ages 15-24, male (% of males ages 15-24)",1
Consolidated foreign claims of BIS-reporting banks to GDP (%),1
"Construction, value added (constant LCU)",1
"Construction, value added (current LCU)",1
"Construction, value added (current US$)",1
Consumer price index (2005 = 100),1
Consumption of iodized salt (% of households),1
Container port traffic (TEU: 20 foot equivalent units),1
Contraceptive prevalence (% of women ages 15-49),1
"Contraceptive use among married women 15-49 years old, condom (%)",1
"Contraceptive use among married women 15-49 years old, modern method (%)",1
"Contributing family workers, female (% of females employed)",1
"Contributing family workers, male (% of males employed)",1
"Contributing family workers, total (% of total employed)",1
Contributions to Financial Intermediary Funds,1
Contributions to Financial Intermediary Funds,1
Control of Corruption (estimate),1
Control of Corruption (number of surveys/polls),1
Control of Corruption (standard error),1
Control of Corruption: Estimate,1
Control of Corruption: Number of Sources,1
Control of Corruption: Percentile Rank,1
Control of Corruption: Standard Error,1
Coordinated technical cooperation (% of total cooperation to education),1
Coordinating agency of Local Education Group (1=text in notes),1
"Copper, $/mt, constant 2000$",1
"Copper, $/mt, current$",1
"Copra, $/mt, constant 2000$",1
"Copra, $/mt, current$",1
Corporate bonds to total bonds and notes outstanding (%),1
Corruption (% of managers surveyed ranking this as a major constraint),1
Corruption Perceptions Index (rank),1
Corruption Perceptions Index (score),1
Cost of business start-up procedures (% of GNI per capita),1
Cost of registering property (% of property value),1
Cost to build a warehouse (% of income per capita),1
Cost to enforce a contract (% of claim),1
Cost to export (US$ per container),1
Cost to get electricity connection (% of income per capita),1
Cost to get electricity(% of income per capita),1
Cost to import (US$ per container),1
Cost to income ratio (%),1
Cost to register property (% of property value),1
Cost to start a business (% of income per capita),1
Cost-benefit ratio - All Social Insurance,1
Cost-benefit ratio - All Social Protection,1
Cost-benefit ratio - All Social Safety Nets,1
Cost-benefit ratio - Cash Transfer,1
Cost-benefit ratio - Conditional Cash Transfer,1
Cost-benefit ratio - Family/Child allowances,1
Cost-benefit ratio - In-Kind,1
Cost-benefit ratio - Old Age Contributory,1
Cost-benefit ratio - other SSN,1
Cost-benefit ratio - Private Transfers,1
Cost-benefit ratio - Public Works,1
Cost-benefit ratio - School-feeding,1
Cost-benefit ratio - Social Pension,1
Cost-benefit ratio - Social Security,1
Cost-benefit ratio - Unemp benefits and ALMP,1
"Cotton, A Index, cents/kg, constant 2000$",1
"Cotton, A Index, cents/kg, current$",1
Countries categorized as offshore financial centers by the IMF and the Financial Stability Forum (FSF),1
Courts (% of managers surveyed ranking this as a major constraint),1
"CPI Price, % y-o-y, median weighted, seas. adj.",1
"CPI Price, % y-o-y, nominal",1
"CPI Price, % y-o-y, nominal, seas. adj.",1
"CPI Price, nominal",1
"CPI Price, nominal, seas. adj.",1
CPIA building human resources rating (1=low to 6=high),1
CPIA business regulatory environment rating (1=low to 6=high),1
CPIA debt policy rating (1=low to 6=high),1
CPIA economic management cluster average (1=low to 6=high),1
CPIA efficiency of revenue mobilization rating (1=low to 6=high),1
CPIA equity of public resource use rating (1=low to 6=high),1
CPIA financial sector rating (1=low to 6=high),1
CPIA fiscal policy rating (1=low to 6=high),1
CPIA gender equality rating (1=low to 6=high),1
CPIA macroeconomic management rating (1=low to 6=high),1
CPIA policies for social inclusion/equity cluster average (1=low to 6=high),1
CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1
CPIA property rights and rule-based governance rating (1=low to 6=high),1
CPIA public sector management and institutions cluster average (1=low to 6=high),1
CPIA quality of budgetary and financial management rating (1=low to 6=high),1
CPIA quality of public administration rating (1=low to 6=high),1
CPIA social protection rating (1=low to 6=high),1
CPIA structural policies cluster average (1=low to 6=high),1
CPIA trade rating (1=low to 6=high),1
"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",1
Credit card (% age 15+),1
"Credit card, female (% age 15+)",1
"Credit card, income quintiles I (lowest) and II (% age 15+)",1
"Credit card, income quintiles III, IV, and V (highest) (% age 15+)",1
"Credit card, male (% age 15+)",1
"Credit card, older adults (% age 25+)",1
"Credit card, primary education or less (% age 15+)",1
"Credit card, rural (% age 15+)",1
"Credit card, secondary education or more (% age 15+)",1
"Credit card, urban (% age 15+)",1
"Credit card, young adults (% ages 15-24)",1
Credit depth of information index (0=low to 6=high),1
Credit to government and state-owned enterprises to GDP (%),1
Crime (% of managers surveyed ranking this as a major constraint),1
Crop production index (2004-2006 = 100),1
"Crop production index (gross, 1999-2001 = 100)",1
"Crude oil, avg, spot, $/bbl, constant 2000$",1
"Crude oil, avg, spot, $/bbl, current$",1
"Crude oil, Brendt, $/bbl, constant 2000$",1
"Crude oil, Brendt, $/bbl, current$",1
"Crude oil, Dubai, $/bbl, constant 2000$",1
"Crude oil, Dubai, $/bbl, current$",1
"Crude oil, WTI, $/bbl, constant 2000$",1
"Crude oil, WTI, $/bbl, current$",1
"Currency composition of PPG debt, all other currencies (%)",1
"Currency composition of PPG debt, Deutsche mark (%)",1
"Currency composition of PPG debt, Euro (%)",1
"Currency composition of PPG debt, French franc (%)",1
"Currency composition of PPG debt, Japanese yen (%)",1
"Currency composition of PPG debt, Multiple currencies (%)",1
"Currency composition of PPG debt, Pound sterling (%)",1
"Currency composition of PPG debt, SDR (%)",1
"Currency composition of PPG debt, Swiss franc (%)",1
"Currency composition of PPG debt, U.S. dollars (%)",1
Current account balance (% of GDP),1
Current account balance (% of GNP),1
"Current account balance (BoP, current US$)",1
Current account balance excluding net official capital grants (% of GDP),1
"Current Account Balance, %GDP",1
"Current Account Balance, current US$, millions",1
